,Company,Year,ISIN,SR,NFE,Date SRNFE,Date AR,ReportSize SRNFE,ReportSentence SRNFE,ReportWords SRNFE,GRI,Keywords,KeywordsClean,SentenceRestatement,ReportSize AR,ReportSentence AR,ReportWords AR,pfad
10,kws,2012,DE0007074007,1,0,90.11.2102,50.11.2102,34,7399,21179,1,vorjahr.*zahl,vorjahr zahl,im vergleich zum vorjahr ist damit die zahl der teilnehmenden mitarbeiter um 14 % und die anzahl der georderten aktien um 46 % gestiegen,34,4363,26284,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2012_SR.pdf
11,kws,2012,DE0007074007,1,0,90.11.2102,50.11.2102,34,7399,21179,1,wert.*vorjahr,wert vorjahr,"dieser wert liegt um 2,4 % höher als im vorjahr",34,4363,26284,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2012_SR.pdf
12,kws,2012,DE0007074007,1,0,90.11.2102,50.11.2102,34,7399,21179,1,bericht.*vorjahr,bericht vorjahr,"krankenstandder krankenstand belief sich im berichtszeitraum auf         3,6 (3,2) % und ist demnach im vergleich zum vorjahr um 0,4 % angestiegen",34,4363,26284,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2012_SR.pdf
13,kws,2012,DE0007074007,1,0,90.11.2102,50.11.2102,34,7399,21179,1,bericht.*aktualisier,bericht aktualisier,"de/nachhaltigkeit), die jährlich zeitgleich mit erscheinen des geschäftsberichts der kws saat ag in aktualisierter form verfügbar ist",34,4363,26284,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2012_SR.pdf
14,kws,2014,DE0007074007,1,0,32.01.4102,41.01.4102,26,3179,10146,1,anpass.*standard,anpass standard,"mit einem lieferantenkodex und der anpassung unserer allgemeinen geschäftsbedingungen haben wir begonnen, umwelt- und sozialstandards ganzheitlich in der lieferkette des unternehmens um-zusetzen",26,3765,13129,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2014_SR.pdf
15,kws,2014,DE0007074007,1,0,32.01.4102,41.01.4102,26,3179,10146,1,zahl.*anpass,zahl anpass,"überprüfung des compliance managementssoweit das starke wachstum und die ausweitung der internationalen geschäftstätigkeit auf neue märkte oder der anstieg der mitarbeiterzahlen anpassungen des systems erfordern, leitet das unternehmen entsprechende schritte ein, die intensiv mit allen geschäftsbereichen diskutiert werden, um ausgewogene lösungen und zielgerichtete maßnahmen identifizieren zu können",26,3765,13129,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2014_SR.pdf
16,kws,2014,DE0007074007,1,0,32.01.4102,41.01.4102,26,3179,10146,1,angepasst.*daten,angepasst daten,"lieferantenkodex und allgemeine geschäftsbedingungenim vergangenen geschäftsjahr haben wir unsere internen beschaffungsregelungen angepasst und die allgemeinen einkaufsbedingungen (aebs) hinsichtlich der verpflichtung zur einhaltung von menschenrechten, elementaren kernarbeitsnormen der international labor organization, arbeits- und umweltschutz, geschäftsethik, fairem marktverhalten und datenschutz erweitert",26,3765,13129,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2014_SR.pdf
17,kws,2014,DE0007074007,1,0,32.01.4102,41.01.4102,26,3179,10146,1,zahl.*vorjahr,zahl vorjahr,trotz des enormen anstiegs der mitarbeiterzahlen befindet sich auch die dauer der betriebszuge-hörigkeit ungebrochen auf sehr hohem niveau: sie blieb mit 14 jahren im vergleich zum vorjahr konstant,26,3765,13129,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2014_SR.pdf
18,kws,2014,DE0007074007,1,0,32.01.4102,41.01.4102,26,3179,10146,1,wert.*vorjahr,wert vorjahr,das hohe niveau der verwertbaren abfälle und das verhältnis der verwertbaren zu gefährlichen abfällen hat sich im vergleich zum vorjahr nicht verändert,26,3765,13129,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2014_SR.pdf
19,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,zahl.*angepasst,zahl angepasst,"kapitel „kennzahlen) werden die zahlen daneben zusätzlich gemäß des konzernabschlusses der kws gruppe ausgewiesen, welcher aufgrund der neuen anforderungen aus ifrs 11 mit beginn des geschäftsjahres 2014/2015 angepasst wurde",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
20,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,zahl.*anpass,zahl anpass,"soweit das wachstum und die ausweitung der internationalen geschäftstätigkeit auf neue märkte oder der anstieg der mitarbeiterzahlen anpassungen des systems erfordern, wird geprüft, welche entsprechenden schritte einzuleiten sind",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
21,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,vorjahr.*daten,vorjahr daten,"weiterhin gab es wie in den vorjahren weder verfahren gegen das unternehmen wegen wettbewerbswidrigen verhaltens bei unserer geschäftstätigkeit in den internationalen märkten, noch beschwerden im bereich datenschutz",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
22,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,angepasst.*daten,angepasst daten,"seit einigen jahren haben wir unsere internen beschaffungsregelungen angepasst und die allgemeinen einkaufsbedingungen (aeb’s) hinsichtlich der verpflichtung zur einhaltung von menschenrechten, elementaren kernarbeitsnormen der international labor organization, arbeits- und umweltschutz, geschäftsethik, fairem marktverhalten und datenschutz erweitert",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
23,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,vorjahr.*vorjahr,vorjahr vorjahr,"der krankenstand belief sich im geschäftsjahr 2014/2015 auf 3,7 % (vorjahr 3,6 %) und hat sich damit im vergleich zu den vorjahren nicht grundlegend verändert",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
24,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,bericht.*vorjahr,bericht vorjahr,"hinzukommt, dass der jährliche witterungsverlauf im berichtsjahr 2014/2015 mit 0,7 ° k kälter war als das vorjahr 2013/2014 und somit mehr heizwärme im winter benötigt wurde",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
25,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,vorjahr.*bereinig,vorjahr bereinig,"das gesamtabfallaufkommen ist im vergleich zum vorjahr um 0,9 % geringfügig angestiegen und resultiert aus bestandsbereinigungen an saatgutvorräten, die die qualitätskriterien für das inverkehrbringen nicht mehr erfüllen können",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
26,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,wert.*vorjahr,wert vorjahr,"an den standorten einbeck und bergen betrug die verwertungsquote der abfälle 88 % (vorjahr: 91,3 %)",102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
27,kws,2015,DE0007074007,1,0,41.01.5102,92.01.5102,102,8910,25988,1,zahl.*korrigier,zahl korrigier,diese zahlen wurden aufgrund von berechnungsfehlern korrigiert,102,1651,7640,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2015_SR.pdf
28,kws,2016,DE0007074007,1,0,62.01.6102,42.01.6102,71,4653,19767,1,^\Wvorjahr,vorjahr,(vorjahr 204,71,3621,12017,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2016_SR.pdf
29,kws,2017,DE0007074007,1,0,60.21.7102,60.21.7102,34,4268,17385,1,vorjahr.*zahl,vorjahr zahl,die vorjahreszahlen nur bedingt mit den aktuellen,34,8474,28745,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2017_SR.pdf
30,kws,2017,DE0007074007,1,0,60.21.7102,60.21.7102,34,4268,17385,1,^\Wvorjahr,vorjahr,(vorjahr: 21 %),34,8474,28745,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2017_SR.pdf
31,kws,2017,DE0007074007,1,0,60.21.7102,60.21.7102,34,4268,17385,1,zahl.*vorjahr,zahl vorjahr,zahlen für das geschäftsjahr 2016/2017 für die berichtsregion deutschland sind mit den vorjahreszahlen daher,34,8474,28745,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2017_SR.pdf
32,kws,2018,DE0007074007,1,0,22.01.8102,52.01.9102,28,912,6292,1,bericht.*korrigier,bericht korrigier,102-48 restatements of information es mussten keine angaben aus dem letzten nachhaltigkeitsbericht korrigiert werden,28,14074,53183,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\KWS2018_SR_GRI.pdf
33,leifheit,2017,DE0006464506,1,0,62.40.8102,62.30.8102,39,1443,11521,1,vorjahr.*wert,vorjahr wert,absatzmärkteumsatzanteile in % (vorjahreswert),39,1493,9897,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2017_SR.pdf
34,leifheit,2017,DE0006464506,1,0,62.40.8102,62.30.8102,39,1443,11521,1,wert.*korrigier,wert korrigier,so können wir die erfüllung aller gefor-derten aspekte durch die konkrete produktkonstruktion bewerten und gegebenenfalls korrigieren,39,1493,9897,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2017_SR.pdf
35,leifheit,2017,DE0006464506,1,0,62.40.8102,62.30.8102,39,1443,11521,1,aktualisier.*bericht,aktualisier bericht,"es ist von leifheit weder beabsichtigt noch übernimmt leifheit eine gesonderte  verpflichtung, zukunftsbezogene aussagen zu aktualisieren, um sie an ereignisse oder entwicklungen nach dem datum der  veröffentlichung dieses berichts anzupassen",39,1493,9897,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2017_SR.pdf
36,leifheit,2018,DE0006464506,1,0,72.30.9102,72.30.2102,37,1533,12772,1,wert.*korrigier,wert korrigier,so können wir die erfüllung aller geforderten  aspekte durch die konkrete produktkonstruktion bewerten und gegebenenfalls korrigieren,37,4760,37320,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2018_SR.pdf
37,leifheit,2018,DE0006464506,1,0,72.30.9102,72.30.2102,37,1533,12772,1,bericht.*angepasst,bericht angepasst,im berichtsjahr wurde auch das sortiment an glas-küchenwaagen an das neue design-konzept angepasst,37,4760,37320,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2018_SR.pdf
38,leifheit,2018,DE0006464506,1,0,72.30.9102,72.30.2102,37,1533,12772,1,aktualisier.*bericht,aktualisier bericht,"es ist von leifheit weder beabsichtigt noch übernimmt leifheit eine gesonderte  verpflichtung, zukunftsbezogene aussagen zu aktualisieren, um sie an ereignisse oder entwicklungen nach dem datum der  veröffentlichung dieses berichts anzupassen",37,4760,37320,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Beschädigte Berichte\Leifheit2018_SR.pdf
39,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*bericht,vorjahr bericht,"prinzip der vergleichbarkeit und transparenzentsprechend dem vorjahr haben wir auch diesen bericht mit der option „kern“ der gri-leitlinien inklu-sive der freiwilligen, branchenspezifischen angaben für „construction and real estate“ erstellt",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
40,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*bericht,vorjahr bericht,"23 der vergleich zu den im vorjahr berichteten themen hat gezeigt, dass   vonovia sich bereits auf die wichtigen branchenthemen konzen-triert",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
41,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,^\d+\W*anpass,anpass,1  anpassung an den  klimawandel,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
42,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*bericht,vorjahr bericht,"veränderungen bei den materiellen themen im vergleich zum vorjahr 102-49die liste der materiellen themen basiert auf den themen, die wir für den nachhaltigkeitsbericht 2015 identifiziert haben",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
43,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,zahl.*bereinig,zahl bereinig,daher ist die dritte führende steuerungskennzahl neben dem ffo 1 und dem bereinigten nav der kunden-zufriedenheitsindex customer satisfaction index (csi),fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
44,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,zahl.*angepasst,zahl angepasst,"hierbei wurde die anzahl der uneinge-schränkt mit dem rollstuhl nutzbaren wohnungen entsprechend angepasst, was durch eine änderung des modularen designs erreicht wurde",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
45,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*wert,vorjahr wert,"damit liegen wir gut 10 % über dem vorjahreswert von 33,04 € pro quadratmeter",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
46,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,anpass.*wert,anpass wert,die pilotierung wird in 2017 weiter fortge-führt und die sich hieraus ergebenden erkenntnisse und eventuellen anpassungsbedarfe gesammelt und ausgewertet,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
47,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*wert,vorjahr wert,nach der sozialrechtlichen definition für behinderung nach sgb ix §2die vorjahreswerte in % wurden für das jahr 2015 berichtigt,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
48,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,wert.*korrigier,wert korrigier,dieser wert wurde gegenüber dem vorjahr korrigiert,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
49,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,angepasst.*daten,angepasst daten,"die zahlen aus 2015 wurden gegenüber dem nachhaltigkeitsbericht 2015 an die aktuellen berechnungen angepasst, da die daten der energieversorger dieses jahr  vorlagen",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
50,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,wert.*korrigier,wert korrigier,außerdem wurde der fernwärmewert korrigiert,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
51,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,vorjahr.*bericht,vorjahr bericht,es gab im vergleich zum vorjahr keine veränderungen in der berichterstattung,fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
52,170628_vonovia_nb_,2016,fehlt,1,0,82.60.7102,fehlt,121,4928,32684,1,zahl.*vorjahr,zahl vorjahr,"ohne verbleibrate, da die zahlen aus dem  vorjahr nicht vorliegen",fehlt,fehlt,fehlt,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\170628_Vonovia_NB_2016_de.pdf
53,adesso,2018,DE000A0Z23Q5,1,0,92.30.9102,51.40.9102,26,1221,13121,0,wert.*angepasst,wert angepasst,die prognose der aktivitäten an der service-hotline wird laufend mit den realen werten verglichen und die parameter werden angepasst,26,6745,52909,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\adesso2018_SR.pdf
54,adesso,2018,DE000A0Z23Q5,1,0,92.30.9102,51.40.9102,26,1221,13121,0,daten.*angepasst,daten angepasst,im rahmen des rollouts dieser eu-verordnung haben wir unsere daten-schutzrichtlinie entsprechend angepasst und ein zentrales tool für die verwaltung und organisation der notwendigen datenschutzdokumentation in der adesso group eingeführt,26,6745,52909,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\adesso2018_SR.pdf
55,adesso,2018,DE000A0Z23Q5,1,0,92.30.9102,51.40.9102,26,1221,13121,0,vorjahr.*zahl,vorjahr zahl,formale entwicklungen zum vorjahrauf basis der erfahrungen aus dem energieaudit 2017 und der erstellung des nachhaltigkeitsberichts für 2017 sowie von kundenrückmeldungen zum thema nachhaltigkeit wurde ein formblatt für die erfassung von kennzahlen entworfen,26,6745,52909,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\adesso2018_SR.pdf
56,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,aktualisier.*bericht,aktualisier bericht,"mai 2017 eine aktualisierung der entsprechenserklärung, die auf derinternetseite von adler veröffentlicht und am ende dieses berichts enthalten ist",42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
57,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,bericht.*vorjahr,bericht vorjahr,die fluktuationsrate lag im berichtsjahr bei rund 13% (vorjahr: 13%),42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
58,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,vorjahr.*wert,vorjahr wert,"und lagen damit 1,4% über dem vorjahreswert",42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
59,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,^\Wvorjahr,vorjahr,(vorjahr 2016: 48 mio,42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
60,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,^\Wvorjahr,vorjahr,(vorjahr 2016: 128 mio,42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
61,adler modemärkte ag,2017,DE000A1H8MU2,1,0,72.40.8102,61.50.8102,42,1223,10783,0,vorjahr.*zahl,vorjahr zahl,der deutliche anstieg im vergleich zum vorjahr liegt vornehmlichan einer erhöhten anzahl luftfracht-sendungen 283 (2016: 195),42,8907,77869,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2017_SR.pdf
62,adler modemärkte ag,2018,DE000A1H8MU2,1,0,52.40.9102,72.30.9102,60,1749,12786,1,bericht.*vorjahr,bericht vorjahr,"die fluktuationsrate lag im berichtsjahr bei rund 11,6% (vorjahr: 13,2%)",60,9742,85022,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2018_SR.pdf
63,adler modemärkte ag,2018,DE000A1H8MU2,1,0,52.40.9102,72.30.9102,60,1749,12786,1,daten.*angepasst,daten angepasst,im sinne eines kontinuierlichen verbesserungsprozesses wird das datenschutzmanagementsystem des unternehmens regelmäßighinsichtlich seiner aktualität und wirksamkeit überprüft und bei bedarf angepasst,60,9742,85022,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\Adler Modemärkte AG2018_SR.pdf
