name;seite;satz_nummer;key;satz
Bayer AG2009_SR;20;50;überarbeitet; euro (2008)standorte: in mehr als 55 staatenspezielle richtlinien: selbstverpfl ichtung für gesundheit, sicherheit, umwelt und qualität überarbeitete fassung 2008website: www
Bayer AG2009_SR;22;16;überarbeitet; diese globalen pro-bleme stehen im fokus unserer überarbeiteten nachhaltigkeitsstrategie
Bayer AG2009_SR;22;21;ändern;im einklang mit externen trends und erwartungenbayer versteht sich als teil der gesellschaft – global, aber auch lokal in allen regionen und ländern, in denen wir tätig sind
Bayer AG2009_SR;24;7;verbessern;  weltweiter zugang zu gesundheitsversorgung: das ziel von bayer healthcare ist es, innovative arzneimittel und diagnosemöglichkeiten sowie medizinische geräte zu ent-wickeln, die patienten weltweit nutzen und ihre lebens-qualität verbessern
Bayer AG2009_SR;27;11;ändern;100 mitarbeiter aus 37 ländern, fast 100 prozent der relevanten einkäufergruppe, teilgenommen
Bayer AG2009_SR;27;17;überprüfen; 2010 planen wir, über 150 weitere lieferanten zu überprüfen
Bayer AG2009_SR;30;26;verbessern; deshalb haben wir in indonesien, wo mehr als 40 millionen menschen vom grundnahrungsmittel reis leben, ein programm für eine neue anbaumethode ins leben gerufen, das die ertrags- und einkommenssituation  der reisbauern nachhaltig verbessern soll
Bayer AG2009_SR;31;6;verbessern; und die indischen bauern verbessern gleichzeitig ihre einkommenssituation
Bayer AG2009_SR;35;11;ändern;millionen menschen vor allem in entwick-lungs- und schwellenländern haben keinen zugang zu einer angemessenen medizi-nischen versorgung
Bayer AG2009_SR;36;3;ändern; ulrich köstlin, mitglied des executive committee von bayer healthcare programm zur selbstbestimmten familienplanungselbstbestimmte familienplanung ist in vielen entwicklungs- und schwellenländern immer noch ein tabu-thema
Bayer AG2009_SR;36;8;ändern;000 kinder sterben täglich weltweit während der ersten lebensmonate, davon allein 99 prozent in entwicklungsländern
Bayer AG2009_SR;36;13;ändern; darüber hinaus stellen auch die preise für ver-hütungsmittel in vielen ländern eine herausforderung dar
Bayer AG2009_SR;36;14;ändern; bayer berücksichtigt daher auch die geringere kaufkraft gerade in entwicklungsländern
Bayer AG2009_SR;36;15;angepasst;“ preise für verhütungsmit-tel müssen dem einkommen der patienten angepasst sein und stellen einen essenziellen faktor für den zugang der patienten zu medizinischer versorgung dar
Bayer AG2009_SR;36;17;ändern; das unternehmen hat sich bereit erklärt, ein orales verhütungsmittel in bestimmten afrikanischen ent-wicklungsländern zu einem reduzierten preis einzuführen, damit sich frauen mit geringem einkommen das original-produkt leis ten können
Bayer AG2009_SR;36;23;ändern; so werden bei-spielsweise orale verhütungsmittel in einer größenordnung von bis zu 110 millionen monatszyklen pro jahr zur verfü-gung gestellt, sodass acht millionen frauen jährlich in ent-wicklungsländern sicher verhüten können
Bayer AG2009_SR;36;25;ändern; mehr als 90 prozent dieser mütter leben in entwicklungs- und schwellenländern
Bayer AG2009_SR;36;31;verbessern; verpfl ichtet, bis 2015 die kindersterblichkeit zu verringern, die gesund-heit der mütter zu verbessern und die gleichstellung der geschlechter zu stärken
Bayer AG2009_SR;36;33;ändern; die who schätzt, dass von weltweit rund 210 milli-onen schwangerschaften pro jahr etwa 38 prozent unge-plant sind und 20 prozent abgebrochen  werden – das sind jährlich über 40 millionen schwangerschaftsabbrüche, der überwiegende teil davon in entwicklungsländern
Bayer AG2009_SR;37;6;ändern; dazu arbeitet das unternehmen in einem projekt mit der deutschen stiftung weltbevölkerung (dsw) zusammen, die aufklärungsprogramme in entwicklungsländern durchführt
Bayer AG2009_SR;37;12;ändern; das bewusstsein dafür, dass das „erste mal“ ohne verhü-tungsmittel weitreichende folgen haben kann, fehlt aber auch in den industrialisierten ländern
Bayer AG2009_SR;37;20;ändern; das im juni 2009 von der nichtregierungsor-ganisation engender health gestartete projekt „respond“ (respond to the need for family planning through expan-ded contraceptive choices and program services), das von ziele unseres bayer-nachhaltigkeitsprogrammsleuchtturm-projekt „familienplanung“:  gemeinsam mit usaid bis 2012 einführung von originalprodukten zur empfängnisverhütung zu marktkon-formen preisen in elf afrikanischen ländern  gemeinsam mit unseren partnern (z
Bayer AG2009_SR;37;25;ändern; ippf versteht sich als stimme der frauen, die sich dafür einsetzt, dass die besten methoden für familienplanung nicht nur in privile-gierten ländern, sondern für alle frauen weltweit verfügbar sind, führt dr
Bayer AG2009_SR;37;27;ändern; insbesondere in afrikanischen ländern besteht ein großer bedarf an gezielten maßnahmen zur familienpla-nung: doch müssen wir dort vielerorts mit logistischen, bildungsbe-dingten und vor allem kulturellen schwierigkeiten kämpfen
Bayer AG2009_SR;37;28;ändern; die organisation macht sich für die einbindung der dörfl ichen gemeinschaft stark, wenn es um das thema familienplanung gerade in entwicklungs- und schwellenländern geht
Bayer AG2009_SR;37;30;angepasst; dazu müssen dem bildungs-niveau entsprechende schulungsmaßnahmen durchgeführt werden, die dem jeweiligen kulturellen kontext angepasst sind
Bayer AG2009_SR;37;31;ändern; die ippf, ein zusammenschluss aus lokalen organisationen in 171 ländern, kann dabei ihr wissen, ihre erfahrung und das durch die zusammenarbeit mit den dörfl ichen gemeinschaften gebildete vertrauen einsetzen, um die geeigneten familienplanungsmaßnahmen einzuführen
Bayer AG2009_SR;37;32;verbessert; der bedarf an einer verbesserten familienplanung ist dabei nicht nur auf entwicklungsländer beschränkt
Bayer AG2009_SR;37;33;ändern; auch in industrieländern müssen wir in wirkungsvollere methoden und noch mehr aufklärung inves-tieren, macht culwell deutlich
Bayer AG2009_SR;38;24;ändern; gemeinsam mit der tb alliance will bayer healthcare bei einem erfolgreichen abschluss der studien daran arbeiten, moxifl oxacin für tuberkulosepatienten zu erschwinglichen preisen zugänglich zu machen – dies insbesondere in den entwicklungsländern mit hoher krankheitslast
Bayer AG2009_SR;39;9;ändern; innovative medikamente allen zugänglich machenfür manche krankheiten, die vor allem in schwellenländern zunehmen, sind innovative therapien und medikamente erfolgreich auf dem markt
Bayer AG2009_SR;42;3;verbessert; franz-josef placke, mitglied des executive committeevon bayer cropscience sowie in die entwicklung verbesserter nutzpfl anzen durch moderne züchtungsmethoden (bereich bioscience)
Bayer AG2009_SR;42;10;ändern; in über 40 ländern bestehen „food chain partnerships“, die über 125 obst- und gemüse-kulturen umfassen
Bayer AG2009_SR;42;25;verbessert; „zugleich arbeiten wir daran, dass sich land-wirtschaftliche  produkte durch eine hohe qualität auszeich-nen – dazu gehören beispielsweise die qualität der fasern, eine längere lagerfähigkeit und verbesserte geschmack-liche eigenschaften
Bayer AG2009_SR;43;11;ändern; auf ihrem stand präsen-tierten fachleute des unternehmens anfang februar 2010 projekte aus über 40 ländern, die eine nachhaltige pro-duktion qualitativ hochwertiger lebensmittel ermöglichen
Bayer AG2009_SR;43;16;verbessern; dort hat bayer  cropscience 2009 ein programm gestartet, das die ertrags- und einkommens-situation der reis-bauern nachhaltig verbessern soll: kern ist eine neue anbaumethode – die direktsaat
Bayer AG2009_SR;44;14;verbessert; ziel der forschungsallianz mit dem institut sind bessere erträge, erhöhte widerstandsfähigkeit und verbesserte nährstoff-aufnahme des getreides
Bayer AG2009_SR;44;17;verbessern; außerdem können dadurch auch weitaus mehr innovative ideen als bisher erforscht werden, die den wert von raps/canola als kulturpfl anze weiter verbessern wer-den
Bayer AG2009_SR;45;1;ändern;der bayer-cropscience-beitrag zur nachhaltigen landwirtschafthöhere erträgehöhere qualitätgeringeres ernteausfallrisikobessere kunden-orientierung beratung und ausbildung bewahrung der natürlichen ressourcen größere artenvielfaltmilderung der einfl üsse durch klimaveränderungdas ziel:versorgung der bevölkerung mit einer ausreichenden menge an qualitativ hoch-wertigen lebensmitteln zu bezahlbaren preisen unter verantwortlicher nutzung der eingesetzten ressourcen im sinne einer nachhaltigen landwirtschaftdie herausforderungangesichts eines bevölkerungswachs-tums von heute (2010) 6,8 mrd auf 9,2 mrd im jahre 2050 (quelle un), sich ändernder ernährungsge-wohnheiten und eines wachsenden wohlstands in bevölkerungsreichen schwellen ländern muss das ange-bot an nahrungsmitteln bis zum jahr 2050 um 70 prozent gesteigert werden
Bayer AG2009_SR;48;14;angepasst; und im indischen greater noida nahe neu-delhi entsteht derzeit ein emissionsneu-trales bürogebäude, das an die klimatischen bedingungen der subtropen angepasst ist
Bayer AG2009_SR;48;18;verbessern;neben den neubau-projekten soll auch der bayer-eigene immobilienbestand auf seine energieeffi zienz überprüft werden, um potenziale zu identifi zieren und gebäude zu verbessern
Bayer AG2009_SR;54;23;bereinigt; dies geschieht portfoliobereinigt in über-einstimmung mit dem „fi nancial control“-ansatz des ghg protocol
Bayer AG2009_SR;55;8;verbessern; tonnen)9,7 10,1 10,6 10,0 8,7veränderung zum vorjahr (in prozent)6,6 4,1 5,0 -5,7 -13,3managementsysteme zur erreichung der unternehmensweiten hseq-zieleziel von bayer ist es, innerhalb des bayer-konzerns weltweit ein angemessenes und gleiches niveau an hseq-(health, safety, environment and quality – gesundheit, sicherheit, umwelt-schutz und qualität) leistung zu erreichen und sich kontinuierlich zu verbessern
Bayer AG2009_SR;55;9;aktualisiert; zur erfüllung dieses ziels hat bayer in allen teilkonzernen und servicegesellschaften entsprechende hseq-managementsysteme eingerichtet, die sich an internationalen standards orientieren und regel-mäßig überprüft und aktualisiert werden
Bayer AG2009_SR;57;16;bereinigt; bayer hat eine unveränderte dividende von 1,40 euro je aktie gezahlt, was einer ausschüttungsquote von 38,5 prozent des bereinigten ergebnisses je aktie entspricht
Bayer AG2009_SR;59;20;bearbeitet; so steht bayer seit ende 2008 in konfl ikt mit der indischen medikamenten-zulassungsstelle „drug controller general of india“ (dcgi), die trotz gültigen patentschutzes den antrag eines indischen unternehmens auf zulassung einer generischen kopie unseres krebsmittels nexavar® bearbeitet, da es in indien im gegensatz zu europa und den usa keinen unterlagenschutz für zulassungsunterlagen gibt
Bayer AG2009_SR;60;1;bearbeitet;die am rande der kernaktivitäten der teilkonzerne liegen, werden von der bayer innovation gmbh in kooperationen mit den teilkonzernen und externen partnern wie universitäten, start-up-initiativen oder anderen unterneh-men bearbeitet
Bayer AG2009_SR;62;5;verbessern; als arbeitgeber verbessern wir durch adäquate vergütungs- und ver-sorgungsmodelle die soziale sicherung an unseren standorten und stärken die kaufkraft vor ort
Bayer AG2009_SR;62;29;ändern; 100 ländern kauften wir 2009 für rund 13,7 milliarden euro bei etwa 87
Bayer AG2009_SR;62;31;ändern; etwa 14 prozent davon entfallen auf beschaffungen aus nicht-oecd-ländern
Bayer AG2009_SR;63;10;verbessern; auf diese weise verbessern die farmer ihren marktzugang und ein größerer anteil der wertschöpfung verbleibt in der dörfl ichen gemeinschaft: sie können ihre ernte nun dort verkaufen, wo sie am meisten dafür einnehmen
Bayer AG2009_SR;63;29;ändern; in ländern, in denen wir aus rechtlichen oder organisatorischen gründen keine lokale „compliance-hotline“ einrichten konn-ten, übernehmen ombudsmänner oder die „compliance offi cer“ diese funktion
Bayer AG2009_SR;63;30;aktualisiert; zu unserer ende 2008 aktualisierten „corporate compliance policy“ haben wir ein webbasiertes training „corporate compliance basics“ konzipiert
Bayer AG2009_SR;66;5;aktualisiert; in regelmäßigen konferenzen zur geschäftsentwicklung werden die chancen und risiken, die in den strategien der strategischen geschäftseinheiten und der regionen qualitativ und quantitativ bewertet werden, aktualisiert und ziele sowie steuerungsmaßnahmen vereinbart
Bayer AG2009_SR;66;13;aktualisiert; die inhaltlichen kriterien zur risikoerfassung und -bewertung sind in einer verfahrensanleitung (bayrisk instruction) geregelt und wurden ebenfalls aktualisiert
Bayer AG2009_SR;66;14;ändern;bayer verfügt über produktionsstätten in mehr als 100 ländern
Bayer AG2009_SR;66;22;verbessert; durch die global einheitliche methodik werden die risiken vergleichbar und transparent, was wiederum erheblich die entscheidungsgrundlage für mögliche gegenmaß-nahmen verbessert
Bayer AG2009_SR;67;9;ändern;  umgang mit rechtsstreitigkeitengegen bayer sind in mehreren ländern rechtsverfahren anhängig bzw
Bayer AG2009_SR;67;21;verbessert; auch die aktivitäten in den bereichen korruptionsbekämpfung und „corporate governance“ wurden mit einer gegenüber dem vorjahr verbesserten bewertung honoriert
Bayer AG2009_SR;70;51;verbessern; ziel ist es, die qualität und effi zienz der personalprozesse weiter zu verbessern und zudem den wertbeitrag der personalfunktion zum operativen geschäft zu erhöhen
Bayer AG2009_SR;70;54;ändern;000 beschäftigte in fünf europäischen ländern
Bayer AG2009_SR;71;1;ändern;die zusammenarbeit mit den arbeitnehmervertretern aus den europäischen ländern hat in unserem unternehmen eine lange tradition
Bayer AG2009_SR;71;11;ändern; in ländern, in denen kein staat-liches sozialsystem besteht oder dieses lediglich eine elementare grundversorgung gewährleis-ten kann, ergänzen wir die staatlichen leistungen bei bedarf durch eigene maßnahmen und initiativen
Bayer AG2009_SR;72;2;ändern; geringfügige veränderungen der ergebnisse gegenüber den vorjahren ergeben sich aus einer größeren genauigkeit der datenerhebung sowie einem personalaufbau in ländern, in denen andere standards für die soziale absicherung von arbeitnehmern üblich sind
Bayer AG2009_SR;72;12;ändern; neben dem konzernweiten „bayer news channel“ stehen in den ländern, teilkon-zernen und servicegesellschaften eigene intranetangebote in den jeweiligen landesprachen zur verfügung
Bayer AG2009_SR;72;19;verbessern; um die praxis der mitarbeiterbefragungen im unternehmen weiter zu verbessern, wird künftig eine konzernweit einheitliche erhebung die existierenden befragungen ersetzen
Bayer AG2009_SR;73;13;ändern; mehr als 70 prozent dieser führungskräfte stammen aus den ländern, in denen sie tätig sind
Bayer AG2009_SR;73;14;ändern; um die zusammenarbeit mit kollegen und geschäftspartnern aus fremden kulturen zu erleich-tern, hat bayer healthcare (bhc) im vergangenen jahr die online-datenbank „globesmart“ ein-geführt, über die sich mitarbeiter über umgangsformen und gebräuche in anderen ländern informieren können
Bayer AG2009_SR;75;6;verbessern; bayer materialscience hat in den vereinigten staaten eine initiative ins leben geru-fen, mit der schwerbehinderte berufl iche erfahrungen sammeln und so ihre chancen auf eine anstellung innerhalb oder außerhalb des unternehmens deutlich verbessern können
Bayer AG2009_SR;75;8;verbessern; ziel der bereits abgeschlossenen oder geplanten aktivitäten ist es, die schwerbehindertenquote im unternehmen zu verbessern und das profi l von bayer als verantwortungsbewusster arbeitgeber in der öffentlichkeit zu schärfen
Bayer AG2009_SR;75;22;ändern; hinzu kommen in vielen ländern und unternehmensbe-reichen weitere ausschüttungen aus lokalen bonusprogrammen
Bayer AG2009_SR;76;5;ändern; sie ergänzen in zahlreichen ländern unsere umfang-reichen zusatzleistungen und sind für weltweit fast 60 prozent der beschäftigten eine weitere möglichkeit, am unternehmen und seinem wirtschaftlichen erfolg teilzuhaben
Bayer AG2009_SR;76;17;angepasst; gleichzeitig werden die performance-hürden nach oben angepasst
Bayer AG2009_SR;76;23;ändern; dem demographischen wandel begegnenin vielen ländern wird sich die altersstruktur der bevölkerung in den kommenden jahren deutlich verändern
Bayer AG2009_SR;78;11;ändern; in kooperation mit den jeweiligen auslandshandelskammern und lokalen bildungseinrichtungen bieten wir in vielen ländern süd- und mittelamerikas, europas sowie in der volksrepublik china jugendlichen eine fundierte ausbildung nach den standards und prinzipien des deutschen dualen ausbildungssystems an
Bayer AG2009_SR;80;12;verbessern; aus der explosion, die sich 2008 in einem werk von bayer cropscience in institute in west virginia, usa, ereignete und bei der zwei mitarbeiter ihr leben verloren, wurden konsequenzen gezogen: bayer wird am standort institute 25 millionen us-dollar investieren, um die sicherheitsstandards weiter zu verbessern
Bayer AG2009_SR;80;14;verbessert; verbesserte notfall-kommunikationssysteme wurden bereits im jahr 2009 installiert
Bayer AG2009_SR;81;1;verbessern;fen, um die sicherheit von mitarbeitern und arbeitsprozesse zu verbessern sowie das allgemeine sicherheitsbewusstsein bei bms zu erhöhen
Bayer AG2009_SR;81;13;ändern; das gilt besonders in weniger entwickelten ländern, wo wir mit unseren unternehmensfi nanzierten angeboten oftmals bestehende lücken in der öffentlichen gesundheitsversorgung schließen können
Bayer AG2009_SR;81;14;ändern; bayer bietet als moderner und verant-wortungsbewusster arbeitgeber seinen beschäftigten in vielen ländern zahlreiche maßnahmen und initiativen an
Bayer AG2009_SR;82;20;überarbeitet; aufgrund der erfahrungen mit der h1n1-pandemie wurden die vorhandenen krisenpläne sorgfältig überarbeitet und eine konzern-direktive zur pandemie-vorsorge erstellt
Bayer AG2009_SR;83;6;aktualisiert; sie ist als konzern-richtlinie seit 2007 für alle mitarbeiter welt-weit verbindlich und wurde 2009 aktualisiert
Bayer AG2009_SR;83;9;ändern;500 manager in den deutschsprachigen ländern versandt
Bayer AG2009_SR;84;6;überprüfen; seit ende 2009 überprüfen wir dies nach ausgewählten kriterien
Bayer AG2009_SR;84;10;ändern;kinder stehen unter besonderem schutzleider ist kinderarbeit in vielen ländern noch weit verbreitet
Bayer AG2009_SR;84;24;überprüfen; um die einhaltung der klauseln zu überprüfen, besuchen spezielle feldmonitoring-teams mehrmals jährlich unangekündigt die anbaufelder
Bayer AG2009_SR;86;5;ändern; wir fokussieren auf the-men, die von globaler oder besonderer gesellschaftlicher relevanz in den ländern sind, in denen bayer vertreten ist
Bayer AG2009_SR;86;14;ändern; sämtliche gemeinnützige zuwendungen unterliegen den vorgaben einer konzernweit gültigen richtlinie, die für die inhaltliche strategische ausrichtung und für die ordnungsgemäße hand-gesellschaftliches engagementim fokus  gezielte förderung gesellschaftlichen engagement als „good corporate citizen“   fokussierung auf  themen von globaler oder besonderer gesell-schaftlicher relevanz in den ländern, in denen  bayer vertreten ist   engagement auf gebieten mit themati-scher nähe zu  unserer geschäftstätigkeit und unternehmens-kompetenz  unterstützung und  förderung des ehren-amtlichen  einsatzes unserer mitarbeitergesellschaftliche verantwortung ist ein integraler bestandteil der unter-nehmensphilosophie von bayer und hat im konzern eine über 100-jährige tradition
Bayer AG2009_SR;88;2;verbessern;000 euro investierte die bayer-stiftung an 51 schulen im einzugsgebiet unserer standorte in deutschland, um die bedingungen für den naturwissenschaft-lich-technischen unterricht zu verbessern
Bayer AG2009_SR;88;5;ändern; so profi tieren mittlerweile schüler in 12 ländern vom ehrenamtlichen einsatz der bayer-mitar-beiter, die u
Bayer AG2009_SR;88;13;ändern; im mittelpunkt stand dabei die internationale kinder- und jugend-umweltkonferenz im koreanischen daejeon mit 600 teilnehmern aus rund 100 ländern
Bayer AG2009_SR;88;15;ändern; unep-kindermalwettbewerb verzeichnete dank einer besonders starken beteiligung in china eine rekordbeteiligung von 2,4 millionen einreichungen aus 89 ländern
Bayer AG2009_SR;89;14;ändern; zudem folgten mitarbeiter in 34 ländern einem aufruf der unternehmensleitung und spendeten 255
Bayer AG2009_SR;94;10;ändern; entsprechend unterschiedlich sind auch die jeweiligen nationalen recyclingprogramme und -einrichtungen sowie gesetzlichen anforderungen in den ländern, in denen wir unsere produkte verkaufen
Bayer AG2009_SR;95;12;verbessern; im berichts-zeitraum konnte die servicegesellschaft die wertstoffrückgewinnung aus elektronikschrott verbessern und durch eine neue kabel-recycling-maschine das spektrum der verwertbaren kabelschrotte deutlich erweitern
Bayer AG2009_SR;96;13;bereinigt; dabei werden die emissionen über die zurückliegenden jahre portfoliobereinigt dargestellt
Bayer AG2009_SR;96;15;korrigiert; gemäß dem ghg protocol wurden die daten der vorjahre entsprechend korrigiert
Bayer AG2009_SR;96;17;angepasst; die daten der vorjahre wurden entsprechend angepasst
Bayer AG2009_SR;96;22;bereinigt;treibhausgas-emissionen*2005 2006 2007 2008 2009direkte emission von treibhaus-gasen** (in mio t co2-äquivalente/a)5,59 5,71 5,59 5,09 4,57indirekte emission von treibhaus-gasen (nur co2)*** (mio t co2)3,52 3,67 3,71 3,57 3,53gesamte treibhausgasemissionen  (absolut)  (in mio t co2)9,11 9,38 9,30 8,66 8,10*   portfoliobereinigt nach ghg protocol
Bayer AG2009_SR;99;12;verbessern; wir arbeiten kontinuierlich daran, die methoden zur abwasserreinigung zu verbessern: bayer cropscience hat 2009 an seinem formulierbetrieb in dormagen, deutschland, mit beratung der umweltexperten von currenta eine neue abwasserbehandlungsanlage in betrieb genommen, die die adsorbierbaren organochlorverbindungen (aox) im betriebswasser der anlage um mehr als 20 prozent verringert
Bayer AG2009_SR;102;12;bearbeitet; dies bietet klare vorteile für erzeuger, beförderer und entsorger: die anwendung kann schnell und effi zient von allen am prozess beteiligten genutzt werden, da alle dokumente zur nachweis- und verbleibskontrolle elektronisch bearbeitet und gespeichert werden
Bayer AG2009_SR;103;17;ändern; es wurde ein arbeitsablauf für die sach-gemäßige einstufung und verpackung von mustern etabliert, der auch die lieferanten-qualifi -zierung durch bcs-personal in diesen ländern unterstützt
